2 CHOD ANNA NOWAK
CZAS	aX	aY	aZ	1559	0	0	0	
1561	0	0	0	
1564	0	0	0	
1566	9948	-10848	14988	
1569	10052	-10688	15220	
1572	10220	-10836	15172	
1575	10612	-10656	15316	
1579	11020	-10556	15236	
1582	11200	-10304	14972	
1584	11360	-9984	14728	
1587	11356	-9784	14116	
1590	11440	-9644	13760	
1593	11516	-9460	13348	
1596	11560	-9380	12536	
1599	11640	-9144	11964	
1602	11452	-8788	11580	
1604	11324	-8596	10828	
1607	11072	-8440	10756	
1610	10812	-8576	10516	
1613	10236	-8504	10528	
1616	9928	-8600	10400	
1676	10876	-10040	9304	
1679	10512	-9676	8724	
1682	10436	-9236	8480	
1685	10100	-8760	8232	
1688	10184	-8460	8616	
1691	10216	-7968	9024	
1693	10696	-8004	9660	
1696	11352	-8604	11276	
1699	12028	-7764	11916	
1702	12420	-6716	12196	
1705	12776	-5528	12268	
1709	12900	-4780	12020	
1712	13140	-4164	11572	
1714	13216	-3980	11020	
1717	13440	-4408	10280	
1720	13516	-5204	9648	
1723	13308	-5940	8944	
1726	12832	-7012	8388	
1729	12084	-8104	7920	
1731	11332	-9060	7916	
1734	10580	-9880	7540	
1737	9928	-10592	7540	
1743	8236	-11752	8128	
1746	7936	-12304	8400	
1750	7972	-12828	8724	
1753	8400	-13196	9324	
1756	9136	-13564	9516	
1758	9592	-13688	9928	
1761	10116	-13596	10220	
1764	10664	-13608	10388	
1767	11096	-13304	10420	
1770	11956	-12856	10368	
1773	12792	-12484	10156	
1776	13388	-11692	9848	
1779	13824	-11644	9600	
1781	13984	-11188	9512	
1784	14160	-10552	9564	
1787	14128	-10324	9216	
1790	14020	-9880	9032	
1794	13828	-9604	8496	
1797	13852	-9156	8080	
1799	13648	-8936	8036	
1802	13364	-8696	7428	
1809	12828	-7664	6744	
1811	12384	-7352	6608	
1814	12084	-7036	6476	
1817	11740	-6884	6108	
1820	11348	-6548	5820	
1823	11092	-6292	5520	
1825	10756	-6320	5228	
1828	10488	-6036	4932	
1831	10092	-5952	4668	
1835	9972	-5996	4424	
1838	9764	-6012	4144	
1840	9556	-6024	4296	
1843	9564	-6216	4472	
1846	9592	-6468	4708	
1849	9688	-6688	5004	
1852	9596	-6864	5448	
1854	9340	-6976	5468	
1857	9336	-7276	5748	
1860	9204	-7360	5904	
1863	9060	-7740	6356	
1866	8764	-8192	6832	
1868	8656	-8480	7476	
1871	8504	-8792	7920	
1878	8324	-9324	8528	
1881	8304	-9560	8684	
1884	7912	-9520	8896	
1887	7764	-9760	9196	
1889	7364	-9924	9408	
1892	7208	-10008	9608	
1895	6716	-10056	9704	
1898	6392	-10064	9584	
1901	6400	-9844	9632	
1903	6036	-9632	9420	
1906	5904	-9332	9440	
1909	5764	-9132	9112	
1912	5420	-8960	8736	
1915	5408	-8768	8364	
1917	5296	-8648	7968	
1921	5052	-8336	7736	
1924	5020	-8424	7436	
1927	5216	-8384	7576	
1930	5224	-8320	7420	
1932	5380	-8352	7492	
1935	5476	-8700	7640	
1938	5548	-9324	8688	
1941	5560	-10948	10692	
1947	5876	-14036	14832	
1950	5604	-14336	14720	
1953	4756	-16144	14968	
1956	4828	-15040	14696	
1958	4536	-13328	12264	
1961	4720	-11708	10820	
1965	4884	-11340	9576	
1968	5160	-10264	9240	
1971	5780	-9792	9136	
1974	5976	-9212	8512	
1976	6448	-9104	8504	
1979	6716	-8760	8328	
1982	6816	-7992	7560	
1985	7192	-7660	6696	
1987	7476	-7564	5828	
1990	7740	-7748	5084	
1993	7904	-7728	4416	
1996	8128	-7960	4068	
1999	8212	-7964	3660	
2001	8236	-7984	3248	
2004	8412	-7984	2892	
2008	8580	-7720	2572	
2011	8628	-7536	2224	
2017	8764	-7136	1644	
2020	8784	-7024	1264	
2023	8864	-6988	1128	
2025	8820	-6892	1112	
2028	8736	-6692	1064	
2031	8752	-6632	1000	
2034	8628	-6604	1072	
2036	8716	-6668	1052	
2039	8464	-6452	1236	
2042	8612	-6364	1328	
2045	8424	-6592	1512	
2049	8172	-6676	1692	
2051	8016	-6952	2004	
2054	7940	-7264	2596	
2057	7552	-7552	3204	
2060	7312	-7892	3772	
2062	7172	-8232	4232	
2065	6892	-8304	4944	
2068	7012	-8508	5388	
2071	6948	-8792	5892	
2074	6988	-9084	6548	
2076	7076	-9384	7104	
2079	7320	-9644	7840	
2085	7748	-10180	9032	
2088	8000	-10352	9612	
2092	8224	-10872	10252	
2095	8680	-11180	11020	
2098	8988	-11752	11784	
2101	9224	-12256	12624	
2103	9712	-12676	13472	
2106	10172	-13336	14864	
2109	10468	-13832	15672	
2112	11092	-14244	16708	
2115	11612	-14492	17356	
2118	12012	-14604	17932	
2121	12520	-14496	18292	
2124	12920	-14320	18636	
2127	13116	-14176	18648	
2130	13516	-14084	18844	
2132	13680	-13728	18936	
2136	13608	-13392	19232	
2139	13684	-13192	19416	
2142	13748	-12736	19400	
2145	13652	-12244	19420	
2151	13848	-10972	18948	
2154	13916	-10524	18768	
2157	13880	-10164	18340	
2160	13784	-9920	17924	
2163	13652	-9764	17548	
2166	13456	-9804	17208	
2169	13200	-9856	16868	
2172	12776	-10160	16680	
2174	12388	-10664	16728	
2178	11428	-10716	17528	
2181	11784	-11944	17456	
2184	11048	-12728	18164	
2187	11160	-13276	18728	
2190	11156	-13948	19176	
2193	11528	-13916	19552	
2196	12144	-14460	20048	
2199	12760	-14600	20672	
2201	13684	-14700	20888	
